caller_id,question,parentintent,childintent,answer
9343796,How does the home phone help with security?,Account Management,Update Account Information,"Having a home phone allows you to call 911 and provide your address immediately, ensuring a faster response in case of emergencies."
9343796,What is the website for the program?,Account Management,Update Account Information,The website is brightcasebeat.com/acp.
9343796,Is there a program for disability for internet?,Account Management,Update Account Information,"Yes, there is a program called the Affordable Connectivity Program. It offers a 30% discount on your total bill every month if you meet the requirements."
9343796,Do I need a home phone?,Account Management,Update Account Information,"No, it's not a requirement, but having a home phone can be useful for security purposes, especially during emergencies."
9343796,How do I go about getting the account in my name?,Account Management,Update Account Information,Let me pull up the account and help you with that. Can you please verify the last four digits of the account?
9343796,Can I get a streaming camera system for home?,Account Management,Update Account Information,"Yes, there is a plan called FiberShield that offers security features for just $10 a month. It helps prevent your information from being stolen by hackers."
9360471,Can you help me log into my online account?,Account Management,Online Account Access,"Yes, I can assist you with that. Can you provide me with the address where your service is located?"
9360471,Can I use my email as my user ID?,Account Management,Online Account Access,"Yes, you can use your email as your user ID. Is there anything else I can assist you with?"
9360471,Can you create a profile for me?,Account Management,Online Account Access,"Yes, we can create a profile for you. Can you confirm the spelling of your last name?"
9360471,Can you confirm if I will receive an email with instructions?,Account Management,Online Account Access,"Yes, you will receive an email with instructions on setting up a password for your profile."
9360471,How can I set up my online account?,Account Management,Online Account Access,I can help you with that. Can you confirm if the account you're referring to is the one on Pratt Street?
9360471,Can you confirm the address of my service?,Account Management,Online Account Access,"Sure, can you please provide me with the address where your service is located?"
9072632,Will I receive a final statement?,Account Management,Close Account,"Yes, you will receive a final statement showing that your account has been closed."
9072632,How can I cancel my service?,Account Management,Close Account,You can cancel your service by contacting our customer support team.
9072632,Can I receive a confirmation of my disconnect?,Account Management,Close Account,"Yes, we can send you a confirmation of your disconnect via text message."
9072632,What information do I need to provide to cancel my service?,Account Management,Close Account,"You will need to provide your name, the last four digits of the account holder's social security number, and a contact number."
9072632,Can I use my service as a backup line?,Account Management,Close Account,"Yes, you can use your service as a backup line. We can even offer a discounted pricing for this option."
9072632,How can I pay my final bill?,Account Management,Close Account,You can pay your final bill by mail or online.
9072632,Do you have any plans to offer fiber service in my area?,Account Management,Close Account,"Yes, we are planning to offer fiber service in your area in the next year."
